Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
SWM,"Schweitzer-Mauduit International",32.53,-0.060000000000002,-0.18%,32.26,32.56,31.7,326700,07/31/20
SWKH,"Swk Holdings Corp",12.62,-0.26,-2.02%,12.8,13,12.6,18900,07/31/20
SWBI,"Smith & Wesson Brands Inc.",23.89,-0.5,-2.05%,24.3,24.59,23.29,1290400,07/31/20
SWAV,"Shockwave Medical Inc",49.32,-0.030000000000001,-0.06%,49.43,49.48,48.6,315700,07/31/20
SVRA,"Savara Inc",1.99,-0.03,-1.49%,2.02,2.0499,1.98,149300,07/31/20
SVMK,"Svmk Inc",23.98,-0.22,-0.91%,24.33,24.33,23.47,666400,07/31/20
SVC,"Service Properties Trust",6.7,-0.33,-4.69%,7.07,7.07,6.57,1998700,07/31/20
SUPN,"Supernus Pharm",22.26,-1.25,-5.32%,23.41,23.46,22.16,652100,07/31/20
SUM,"Summit Materials Inc",14.72,-1.06,-6.72%,15.68,15.69,14.36,1725000,07/31/20
STXS,"Stereotaxis Inc",3.85,0.02,+0.52%,4.07,4.08,3.66,342000,07/31/20
STXB,"Spirit of Texas Bancshares Inc",11.65,-0.17,-1.44%,11.63,11.71,11.5,51500,07/31/20
STSA,"Satsuma Pharmaceuticals Inc",23.61,-0.86,-3.51%,24.5,24.5,22.25,140400,07/31/20
STRS,"Stratus Pptys Inc",19.1,-0.74,-3.73%,19.51,19.51,19.1,3500,07/31/20
STRO,"Sutro Biopharma Inc",7.77,-0.2,-2.51%,8.11,8.11,7.27,158400,07/31/20
STRL,"Sterling Constructio",10.3,0.34,+3.41%,9.91,10.31,9.82,224800,07/31/20
STRA,"Strayer Education",126.21,-8.19,-6.09%,133.34,134.43,124.69,272200,07/31/20
STOK,"Stoke Therapeutics Inc",25.19,-0.42,-1.64%,25.53,25.56,24.51,100800,07/31/20
STNG,"Scorpio Tankers Inc",13.22,-0.09,-0.68%,13.26,13.36,12.9,1396200,07/31/20
STND,"Standard Financial",20.06,-0.29,-1.43%,20.03,20.51,19.5,10200,07/31/20
STMP,"Stamps.com Inc",260.28,2.48,+0.96%,261.12,261.55,250.18,281800,07/31/20
STFC,"State Auto Finl Corp",15.51,-0.39,-2.45%,15.92,15.92,15.35,80100,07/31/20
STC,"Stewart Information Services Corp",41.95,-0.16,-0.38%,41.8,42.08,40.55,309600,07/31/20
STBA,"S&T Bancorp Inc",21.5,0.36,+1.70%,21.22,21.55,20.8,296000,07/31/20
STAR,"Istar Financial Inc",11.61,-0.19,-1.61%,11.73,11.89,11.36,988100,07/31/20
STAG,"STI Inc",32.6,-0.2,-0.61%,32.7,32.7,32.03,1138800,07/31/20
STAA,"Staar Surgical Company",58.19,-0.87,-1.47%,58.93,59.51,56.53,659200,07/31/20
SSTK,"Shutterstock Inc",54.34,0.46,+0.85%,54.2,54.82,53.26,558500,07/31/20
SSTI,"Shotspotter Inc",23.04,-0.45,-1.92%,23.55,23.73,22.15,71600,07/31/20
SSP,"E.W. Scripps Company",11.38,-0.09,-0.78%,11.39,11.63,11.02,402100,07/31/20
SSD,"Simpson Manufacturing Company",96.56,-0.73,-0.75%,96.78,96.8,93.27,467100,07/31/20
SSB,"South State Cp",47.66,-0.060000000000002,-0.13%,47.89,48.91,46.66,513600,07/31/20
SRT,"Startek Inc",4.88,-0.12,-2.40%,5.04,5.04,4.66,51100,07/31/20
SRRK,"Scholar Rock Holding Corp",11.29,-0.08,-0.70%,11.37,11.56,10.7,174600,07/31/20
SRNE,"Sorrento Therpt",8.92,0.37,+4.33%,9.72,10.54,8.61,88178096,07/31/20
SRI,"Stoneridge Inc",20.72,-0.14,-0.67%,20.57,21.02,20.57,200400,07/31/20
SRGA,"Surgalign Hldg Inc.",2.81,-0.21,-6.95%,2.97,2.99,2.8,604400,07/31/20
SRG,"Seritage Growth Properties",9.31,-0.51,-5.19%,9.79,9.83,9.18,850300,07/31/20
SREV,"Servicesrce Intl Inc",1.56,-0.06,-3.70%,1.63,1.67,1.53,224900,07/31/20
SRDX,"Surmodics Inc",47.29,-1.43,-2.94%,48.42,48.42,46.3,54600,07/31/20
SRCE,"1st Source Corp",33.12,-0.90000000000001,-2.65%,33.74,33.93,32.66,76300,07/31/20
SR,"Spire Inc",61.66,-1.12,-1.78%,62.43,62.83,60.77,788800,07/31/20
SPXC,"SPX Corp",42,0.72,+1.74%,41.91,43.28,41.08,388400,07/31/20
SPWR,"Sunpower Corp",9.33,-0.21,-2.20%,9.5,9.5,9.12,3196500,07/31/20
SPWH,"Sportsman's Wareh",16.09,-0.28,-1.71%,16.4,16.69,15.8,719700,07/31/20
SPTN,"Spartannash Company",21.02,-0.73,-3.36%,21.66,21.96,20.56,437200,07/31/20
SPT,"Sprout Social Inc Cl A",28.89,0.51,+1.80%,28.68,29.59,27.89,360800,07/31/20
SPSC,"Sps Commerce Inc",75.17,1.85,+2.52%,74.79,75.34,71.45,340500,07/31/20
SPRO,"Spero Therapeutics Inc",11.7,-0.5,-4.10%,12.25,12.29,11.55,136300,07/31/20
SPPI,"Spectrum Pharma Inc",2.99,-0.11,-3.55%,3.09,3.14,2.99,4763500,07/31/20
SPOK,"Spok Holdings Inc",10.02,0.38,+3.94%,9.57,10.06,9.57,102100,07/31/20
SPNS,"Sapiens Intl Cp NV",30.56,0.35,+1.16%,30.34,30.69,29.65,171200,07/31/20
SPNE,"Seaspine Holdings",9.37,0.19,+2.07%,9.07,9.41,8.78,297400,07/31/20
SPKE,"Spark Energy",7.55,-0.23,-2.96%,7.85,7.86,7.48,129800,07/31/20
SPFI,"South Plains Financial Inc",13.36,-0.39,-2.84%,13.5,13.5,12.86,12600,07/31/20
SP,"SP Plus Corp",15.89,0.08,+0.51%,15.81,16,15.29,384900,07/31/20
SONO,"Sonos Inc",16,0.11,+0.69%,16.25,16.55,15.84,3639800,07/31/20
SONA,"Southern National Bk",8.42,-0.09,-1.06%,8.4,8.48,8.24,97900,07/31/20
SOLY,"Soliton Inc",6.44,-0.26,-3.88%,6.78,6.96,6.37,270900,07/31/20
SOI,"Solaris Oilfield Infrastructure Inc Cl A",7.26,-0.37,-4.85%,7.21,7.44,6.85,410500,07/31/20
SNR,"New Senior Investment Group Inc",3.4,-0.23,-6.34%,3.56,3.63,3.38,320700,07/31/20
SNFCA,"Security Natl Finl",6.15,0.06,+0.99%,6.23,6.37,6.02,30500,07/31/20
SNEX,"Stonex Group Inc.",52.48,-0.93,-1.74%,53,53,51.34,75800,07/31/20
SNDX,"Syndax Pharma",14.11,-0.29,-2.01%,14.48,14.58,13.81,266500,07/31/20
SNCR,"Synchronoss Technolo",3.3,-0.2,-5.71%,3.45,3.47,3.27,436300,07/31/20
SNBR,"Sleep Number Corp",46.5,0.07,+0.15%,46.46,47.04,45.58,262600,07/31/20
SMTC,"Semtech Corp",55.73,0.62,+1.13%,55.03,55.78,53.91,473500,07/31/20
SMSI,"Smith Micro Software",4.13,0.14,+3.51%,4,4.13,3.97,444200,07/31/20
SMPL,"The Simply Good Foods Company",24.04,0.5,+2.12%,23.45,24.14,23.28,794800,07/31/20
SMP,"Standard Motor Products",45.48,-0.58000000000001,-1.26%,45.91,46.41,44.49,173500,07/31/20
SMMF,"Summit Financial Gp",15.04,-0.12,-0.79%,15.87,15.87,14.72,14900,07/31/20
SMED,"Sharps Compliance",7.65,-0.0099999999999998,-0.13%,7.67,7.74,7.47,189000,07/31/20
SMCI,"Super Micro Computer",30.3,0.57,+1.92%,29.92,30.31,29.5,344900,07/31/20
SMBK,"Smartfinancial Inc",14.26,-0.35,-2.40%,14.4,14.59,14.04,33000,07/31/20
SMBC,"Southern MO Bancorp",21.81,-0.17,-0.77%,21.82,22.22,21.8,24300,07/31/20
SM,"Sm Energy Company",2.95,-0.53,-15.23%,3.49,3.49,2.45,19369300,07/31/20
SLP,"Simulations Plus Inc",70.4,3.26,+4.86%,67.35,70.73,66.6,372000,07/31/20
SLNO,"Soleno Therapeutics Inc",1.72,-0.08,-4.44%,1.79,1.8,1.67,453300,07/31/20
SLDB,"Solid Biosciences Inc",2.63,0.03,+1.15%,2.57,2.67,2.46,196500,07/31/20
SLCT,"Select Bancorp Inc",7.81,-0.050000000000001,-0.64%,7.79,7.82,7.58,30000,07/31/20
SLCA,"U.S. Silica Holdings Inc",3.53,-0.07,-1.94%,3.78,3.91,3.26,2491100,07/31/20
SLAB,"Silicon Labs Inc",100.51,-2.23,-2.17%,103.52,103.69,99.01,364900,07/31/20
SKYW,"Skywest Inc",26.31,-2.08,-7.33%,27.61,28.4,25,1135900,07/31/20
SKY,"Skyline Corp",28.23,-0.14,-0.49%,28.19,28.52,26.95,585000,07/31/20
SKT,"Tanger Factory Outlet Centers",6.43,-0.15,-2.28%,6.62,6.64,6.3,2600700,07/31/20
SJW,"SJW Corp",62.46,-1.11,-1.75%,63.38,63.89,61.9,84100,07/31/20
SJI,"South Jersey Industries",23.33,-0.15,-0.64%,23.27,23.73,22.96,2144100,07/31/20
SITM,"Sitime Corp",53.15,-1.29,-2.37%,54.93,54.99,51.2,109700,07/31/20
SITE,"Siteone Landscape Supply",128.03,5.1,+4.15%,123.25,128.03,123.03,340800,07/31/20
SITC,"Site Centers Corp",7.33,-0.14,-1.87%,7.46,7.5,7.13,1441100,07/31/20
SILK,"Silk Road Medical Inc",46.46,-0.95,-2.00%,47.53,47.64,45.75,236700,07/31/20
SIGI,"Selective Ins Group",54.34,-1.01,-1.82%,54.98,55.29,53.61,518200,07/31/20
SIGA,"Siga Technologies Inc",6.42,-0.21,-3.17%,6.71,6.73,6.39,198100,07/31/20
SIG,"Signet Jewelers Ltd",10.74,-0.47,-4.19%,11.07,11.35,10.49,1968500,07/31/20
SIEN,"Sientra Inc",3.8,-0.06,-1.55%,3.79,3.88,3.72,478600,07/31/20
SIEB,"Siebert Fin Cp",3.46,-0.5,-12.63%,3.99,4,3.39,57600,07/31/20
SIBN,"Si-Bone Inc",17.1,0.050000000000001,+0.29%,16.91,17.36,16.41,177600,07/31/20
SI,"Silvergate Capital Corporation Cl A",13.67,-0.67,-4.67%,14.15,14.32,13.6,365300,07/31/20
SHYF,"The Shyft Group Inc.",18.88,-0.28,-1.46%,19.02,19.15,18.4,261500,07/31/20
SHOO,"Steven Maddens Ltd",21.18,-1.23,-5.49%,22.07,22.37,21.05,1330300,07/31/20
SHO,"Sunstone Hotel Investors",7.48,-0.029999999999999,-0.40%,7.48,7.56,7.15,2508300,07/31/20
SHEN,"Shenandoah Telecom",50.27,0.64,+1.29%,49.37,50.31,48.19,204100,07/31/20
SHBI,"Shore Bancshares Inc",9.27,-0.5,-5.12%,9.66,9.92,9.2,21300,07/31/20
SHAK,"Shake Shack Inc",48.55,-6.67,-12.08%,52.6,53.28,47.13,5904500,07/31/20
SGRY,"Surgery Partners CS",15.27,-0.55,-3.48%,15.8,16.04,14.98,443700,07/31/20
SGMS,"Scientific Games",17.57,-0.69,-3.78%,18.17,18.29,17.29,960200,07/31/20
SGMO,"Sangamo Therapeutics",10.83,-0.51,-4.50%,11.38,11.44,10.41,2456000,07/31/20
SGH,"Smart Global Holdings Inc",27.89,0.18,+0.65%,27.93,28,27.21,126000,07/31/20
SGC,"Superior Uniform Group",19.25,2.16,+12.64%,16.94,19.93,16.81,220500,07/31/20
SGA,"Saga Communications",23.38,-0.63,-2.62%,23.12,24.25,23.12,3600,07/31/20
SFST,"Southern First Bancs",24.4,-0.78,-3.10%,24.95,24.95,24.24,49100,07/31/20
SFNC,"Simmons First Natl",16.59,-0.33,-1.95%,16.77,16.81,16.25,480600,07/31/20
SFL,"Ship Finance International",8.31,-0.11,-1.31%,8.35,8.4,8.19,469400,07/31/20
SFIX,"Stitch Fix Inc",22.15,-0.85,-3.70%,23.29,23.34,22.09,2608300,07/31/20
SFE,"Safeguard Scientifics",5.69,-0.45,-7.33%,6.05,6.05,5.61,92900,07/31/20
SFBS,"Servisfirst Bancs",36.59,-0.73,-1.96%,37.18,37.27,35.77,164300,07/31/20
SF,"Stifel Financial Corp",48.48,-0.2,-0.41%,48.38,48.55,47.35,367900,07/31/20
SENEA,"Seneca Foods Cp A",39.18,0.089999999999996,+0.23%,38.91,39.3,38.8,38300,07/31/20
SEM,"Select Medical Holdings Corp",19.04,2.25,+13.40%,18.46,21.34,18.18,1893200,07/31/20
SELB,"Selecta Biosciences",2.38,-0.17,-6.67%,2.53,2.53,2.32,1555800,07/31/20
SEAS,"Seaworld Entertainment Inc Company",14.47,-0.58,-3.85%,14.94,15,13.98,1605400,07/31/20
SEAC,"Sea Change Intl IN",1.57,-0.18,-10.29%,1.72,1.77,1.52,839700,07/31/20
SDGR,"Schrodinger Inc",72.38,-3.49,-4.60%,76.34,76.92,70.06,1562500,07/31/20
SCWX,"Secureworks Corp CS",11.96,-0.33,-2.69%,12.31,12.31,11.52,136600,07/31/20
SCVL,"Shoe Carnival Inc",24.55,-1.26,-4.88%,25.78,26.05,24.12,193000,07/31/20
SCU,"Sculptor Capital Management Inc",12.43,-0.51,-3.94%,12.75,12.78,12.1,92200,07/31/20
SCSC,"Scansource Inc",22.95,-0.19,-0.82%,22.97,23.12,22.08,98100,07/31/20
SCS,"Steelcase Inc",10.73,-0.029999999999999,-0.28%,10.63,10.75,10.47,485200,07/31/20
SCPH,"SC Pharmaceuticals Inc",7.5,-0.15,-1.96%,7.62,7.65,7.21,138600,07/31/20
SCOR,"Comscore Inc",3,-0.09,-2.91%,3.04,3.13,2.92,140500,07/31/20
SCL,"Stepan Company",109.2,0.60000000000001,+0.55%,108.03,109.48,107.28,177200,07/31/20
SCHN,"Schnitzer Steel A",18.4,-0.030000000000001,-0.16%,18.37,18.44,17.62,220000,07/31/20
SCHL,"Scholastic Cp",23.93,-0.55,-2.25%,24.49,24.57,23.56,226100,07/31/20
SBT,"Sterling Bancorp Inc [Southfield Mi]",3.05,-0.05,-1.61%,3.13,3.15,2.99,54000,07/31/20
SBSI,"Southside Bancshares",27.7,0.029999999999998,+0.11%,27.48,27.71,27.17,174600,07/31/20
SBRA,"Sabra REIT",14.74,-0.17,-1.14%,14.84,14.9,14.41,1554600,07/31/20
SBH,"Sally Beauty Holdings",11.61,-0.09,-0.77%,11.79,12.02,11.4,1805600,07/31/20
SBGI,"Sinclair Brdcst A",20.6,-0.59,-2.78%,21.25,21.29,20.21,1030700,07/31/20
SBFG,"Sb Financial Group",12.42,-0.58,-4.46%,12.88,13.19,12.13,21000,07/31/20
SBCF,"Seacoast Banking Cp",18.88,-0.31,-1.62%,19.1,19.2,18.54,245000,07/31/20
SBBX,"Sussex Bancorp",18.51,-0.83,-4.29%,19.16,19.17,17.65,299700,07/31/20
SBBP,"Strongbridge Bio Ord",3.37,-0.15,-4.26%,3.48,3.49,3.32,138800,07/31/20
SB,"Safe Bulkers Inc",1.33,-0.03,-2.21%,1.35,1.39,1.3,147000,07/31/20
SAVE,"Spirit Airlines Inc",15.81,-0.43,-2.65%,16.04,16.26,15.42,11920400,07/31/20
SAVA,"Cassava Sciences Inc",3.17,-0.01,-0.31%,3.22,3.24,3.12,821700,07/31/20
SASR,"Sandy Spring Bancorp",23.12,-0.34,-1.45%,23.29,23.33,22.65,196200,07/31/20
SANM,"Sanmina Corp",29.68,-0.13,-0.44%,29.6,29.83,28.56,529600,07/31/20
SAMG,"Silvercrest Ast Cm A",11,-0.1,-0.90%,11.04,11.28,10.74,15700,07/31/20
SALT,"Scorpio Bulkers Inc",14.66,-0.38,-2.53%,14.79,14.95,14.17,228800,07/31/20
SAL,"Salisbury Bancorp",36.41,0.20999999999999,+0.58%,36.41,36.41,36.41,1400,07/31/20
SAIL,"Sailpoint Technologies Holdings Inc",31.5,0.14,+0.45%,31.62,31.65,30.8,865000,07/31/20
SAIA,"Saia Inc",119.45,-1.21,-1.00%,121.11,122.24,116.14,268000,07/31/20
SAH,"Sonic Automotive",38.12,-2.28,-5.64%,40.55,41.25,37.39,977400,07/31/20
SAFT,"Safety Ins Group Inc",75.67,0.73,+0.97%,74.48,75.69,73.91,61700,07/31/20
SAFM,"Sanderson Farms IN",111.49,-0.75,-0.67%,111.9,113.1,110.61,203800,07/31/20
SAFE,"Safehold Inc",50.43,0.22,+0.44%,50.18,50.59,48.61,127500,07/31/20
RYTM,"Rhythm Pharmaceuticals Inc",19.22,-0.69,-3.47%,19.88,19.94,19.05,164500,07/31/20
RYI,"Ryerson Holding Corp",5.63,-0.36,-6.01%,5.97,5.97,5.58,133800,07/31/20
RYAM,"Rayonier Advanced Materials Inc",2.91,-0.16,-5.21%,3.03,3.07,2.87,448500,07/31/20
RXN,"Rexnord Corp",28.97,-0.62,-2.10%,29.33,29.54,28.31,690000,07/31/20
RWT,"Redwood Trust",7.13,0.2,+2.89%,6.93,7.42,6.85,2637400,07/31/20
RVSB,"Riverview Bancorp",4.88,-0.13,-2.59%,4.98,5.03,4.76,115400,07/31/20
RVP,"Retractable Technologies",11.97,-1.13,-8.63%,13.55,13.65,11.34,1228200,07/31/20
RVNC,"Revance Therapeutics",23.48,-0.66,-2.73%,24.07,24.74,23.19,307800,07/31/20
RVMD,"Revolution Medicines Inc",24.12,1.51,+6.68%,22.62,28.16,21.17,1632700,07/31/20
RVI,"Retail Value Inc",12.66,-0.22,-1.71%,12.78,12.8,12.29,65100,07/31/20
RUTH,"Ruth's Hospitality",6.69,-1.01,-13.12%,7.49,7.69,6.61,2759100,07/31/20
RUSHB,"Rush Entpr Cl B",39.8,-1.06,-2.59%,39.11,40.21,39.11,4400,07/31/20
RUSHA,"Rush Entpr Cl A",47.58,-0.88,-1.82%,47.98,48.01,46.7,136500,07/31/20
RUN,"Sunrun Inc",36.69,0.019999999999996,+0.05%,36.54,37.41,35.79,20112500,07/31/20
RUBY,"Rubius Therapeutics Inc",4.91,-0.34,-6.48%,5.25,5.3,4.86,150400,07/31/20
RTRX,"Retrophin Inc",19.88,-0.81,-3.91%,20.89,20.89,19.33,647700,07/31/20
RST,"Rosetta Stone",26.77,0.83,+3.20%,26.27,26.81,24.96,581000,07/31/20
RRR,"Red Rock Resorts Inc",10.96,-0.76,-6.48%,11.6,11.64,10.88,1662300,07/31/20
RRGB,"Red Robin Gourmet Burgers Inc",8.74,-0.31,-3.43%,8.98,9.14,8.53,1302300,07/31/20
RRC,"Range Resources Corp",6.46,-0.06,-0.92%,6.5,6.51,6.22,5127900,07/31/20
RRBI,"Red River Bancshares Inc",40.04,-1.26,-3.05%,41.3,41.9,40,10600,07/31/20
RPT,"Ramco-Gershenson Properties Trust",6.22,-0.05,-0.80%,6.27,6.32,6.08,672500,07/31/20
RPD,"Rapid7 Inc",59.57,0.56,+0.95%,59.42,59.65,57.7,365600,07/31/20
RPAY,"Repay Holdings Corp Cl A",22.13,0.16,+0.73%,22,22.2,21.39,839500,07/31/20
RPAI,"Retail Properties of America",6.36,-0.13,-2.00%,6.45,6.49,6.15,1594800,07/31/20
ROLL,"RBC Bearings Incorp",122.42,-2.37,-1.90%,123.48,123.97,119.18,127100,07/31/20
ROIC,"Retail Opp Invts Cp",10.87,-0.14,-1.27%,10.96,11,10.51,1741900,07/31/20
ROG,"Rogers Corp",119.19,-14.04,-10.54%,124.95,128,113.37,435500,07/31/20
ROCK,"Gibraltar Ind Inc",51.72,-0.58,-1.11%,51.89,52.13,50.43,134300,07/31/20
ROAD,"Construction Partners Inc Cl A",16.55,0.51,+3.18%,16.06,16.58,15.93,184500,07/31/20
RNST,"Renasant Corp",23.23,-0.49,-2.07%,23.58,23.64,22.69,200300,07/31/20
RMTI,"Rockwell Medical IN",1.72,-0.05,-2.82%,1.76,1.79,1.7,404700,07/31/20
RMR,"The Rmr Grp A",28.76,-1.08,-3.62%,29.78,29.83,28.27,90200,07/31/20
RMNI,"Rimini Street Inc",5.29,-0.03,-0.56%,5.32,5.36,5.12,94100,07/31/20
RMBS,"Rambus Inc",14.76,0.22,+1.51%,14.51,14.77,14.35,685300,07/31/20
RMBI,"Richmond Mutual Bancorp Inc",11.53,0.039999999999999,+0.35%,11.5,11.7,11.46,26800,07/31/20
RMAX,"Re/Max Holdings Inc",32.37,-0.84,-2.53%,33.03,33.03,31.84,158200,07/31/20
RM,"Regional Managment Corp",15.19,-0.53,-3.37%,15.54,15.74,14.87,86600,07/31/20
RLMD,"Relmada Therapeutics Inc",36.37,-2.66,-6.82%,39.32,39.41,36.07,91700,07/31/20
RLJ,"Rlj Lodging Trust",8.01,-0.2,-2.44%,8.15,8.22,7.8,1168800,07/31/20
RLI,"Rli Corp",88.13,-1.47,-1.64%,89.36,89.36,87.26,352000,07/31/20
RLGY,"Realogy Holdings Corp",9.06,0.26,+2.95%,9.59,9.7,8.83,4353300,07/31/20
RLGT,"Radiant Logistics",4.25,-0.12,-2.75%,4.38,4.38,4.23,122300,07/31/20
RILY,"B. Riley Financl",25.51,-0.22,-0.86%,26.5,26.95,25.21,176300,07/31/20
RIGL,"Rigel Pharmaceuticals",2.3,-0.12,-4.96%,2.46,2.46,2.23,3769300,07/31/20
RIG,"Transocean Inc",2.04,-0.04,-1.92%,2.08,2.11,2,15985700,07/31/20
RICK,"RCI Hospitality Hold",12.08,-1.1,-8.35%,13.18,13.18,11.87,112600,07/31/20
RHP,"Ryman Hospitality Properties REIT",32.02,-0.5,-1.54%,32.2,32.35,31.22,675000,07/31/20
RH,"Restoration Hardware Holdings",287.43,-2.27,-0.78%,291,291.46,282.15,335500,07/31/20
RGS,"Regis Corp",7.68,-0.16,-2.04%,7.73,7.9,7.61,357000,07/31/20
RGR,"Sturm Ruger & Company",81.37,-0.52,-0.63%,83.11,83.11,79.79,305200,07/31/20
RGP,"Resources Connection Inc.",11.3,-0.059999999999999,-0.53%,11.26,11.32,10.9,240300,07/31/20
RGNX,"Regenxbio Inc",33.1,-1.68,-4.83%,34.88,34.88,32.75,392100,07/31/20
RGCO,"Rgc Resources Inc",23.2,0.02,+0.09%,23.14,23.6,22.83,15900,07/31/20
RFL,"Rafael Holdings Inc",13.97,-0.49,-3.39%,14.44,14.44,13.57,13500,07/31/20
REZI,"Resideo Technologies Inc",13.28,-0.27,-1.99%,13.53,13.56,13.06,969100,07/31/20
REX,"Rex American Resources Corp",68.15,-1.81,-2.59%,69.18,69.18,66.39,16600,07/31/20
REVG,"Rev Group Inc",6.5,-0.15,-2.26%,6.59,6.65,6.34,288600,07/31/20
REV,"Revlon Inc",6.32,-0.38,-5.67%,6.68,6.83,6.3,305200,07/31/20
RESN,"Resonant Inc",2.76,-0.09,-3.16%,2.82,2.92,2.65,1081500,07/31/20
RESI,"Altisource Residential Corp",8.67,-0.18,-2.03%,8.78,8.78,8.58,212800,07/31/20
RES,"RPC Inc",2.97,-0.08,-2.62%,3.03,3.06,2.87,1846800,07/31/20
REPL,"Replimune Group Inc",19.97,0.02,+0.10%,19.89,20.02,19.3,245700,07/31/20
REPH,"Recro Pharma Inc",4.09,-0.11,-2.62%,4.17,4.24,4.05,137300,07/31/20
REGI,"Renewable Energy",27.58,-0.54,-1.92%,28.15,28.49,27.06,402600,07/31/20
REFR,"Research Frontiers",3.38,0.08,+2.42%,3.34,3.41,3.21,120800,07/31/20
REAL,"The Realreal Inc",13.64,-0.039999999999999,-0.29%,13.62,14.14,13.16,1467300,07/31/20
RDVT,"Red Violet Inc",15.31,-0.35,-2.23%,15.73,15.98,15.14,45700,07/31/20
RDUS,"Radius Health",12.55,-0.6,-4.56%,13.12,13.23,12.25,568100,07/31/20
RDNT,"Radnet Inc",15.89,-0.059999999999999,-0.38%,16.03,16.12,15.41,249900,07/31/20
RDN,"Radian Group Inc",14.92,0.029999999999999,+0.20%,14.75,15.09,14.68,2365700,07/31/20
RDFN,"Redfin Corp",41.58,-1.39,-3.23%,41.9,44.75,39.82,2100400,07/31/20
RCUS,"Arcus Biosciences Inc",19.68,-1.68,-7.87%,21.19,21.26,19.34,590200,07/31/20
RCM,"R1 Rcm Inc",13.67,-0.21,-1.51%,13.89,13.92,13.48,675400,07/31/20
RCKY,"Rocky Brands Inc",22.75,-0.51,-2.19%,23.3,23.6,22.26,43700,07/31/20
RCKT,"Rocket Pharmaceuticals Inc",23.53,-1.03,-4.19%,24.77,24.77,23.19,301800,07/31/20
RCII,"Rent-A-Center Inc",28.92,-0.25,-0.86%,29.06,29.18,28.41,327500,07/31/20
RC,"Ready Capital Corp",8.02,-0.13,-1.60%,8.24,8.38,7.9,307000,07/31/20
RBNC,"Reliant Bancorp Inc",14.75,-0.88,-5.63%,15.45,15.77,14.53,49100,07/31/20
RBCAA,"Republic Bancorp Inc",30.22,-0.44,-1.44%,30.7,31.02,29.92,38900,07/31/20
RBBN,"Ribbon Communications Inc",4.4,-0.0099999999999998,-0.23%,4.33,4.42,4.22,216800,07/31/20
RBB,"Rbb Bancorp",12.8,-0.27,-2.07%,12.89,12.98,12.38,67100,07/31/20
RAVN,"Raven Industries Inc",21.61,-0.44,-2.00%,21.96,22.16,21.09,167300,07/31/20
RARE,"Ultragenyx Pharmaceu",78.16,0.56,+0.72%,82.36,84.5,77.25,557100,07/31/20
RAPT,"Rapt Therapeutics Inc",21.6,-1.18,-5.18%,23.03,23.03,21.26,143300,07/31/20
RAMP,"Liveramp Holdings Inc",45.57,0.039999999999999,+0.09%,45.49,45.6,44.6,538200,07/31/20
RAD,"Rite Aid Corp",15.16,-0.08,-0.52%,15.28,15.77,14.75,2752900,07/31/20
QUOT,"Quotient Technology Inc",8.01,-0.0099999999999998,-0.12%,7.94,8.07,7.78,674700,07/31/20
QUAD,"Quad Graphics Inc",3.11,-0.24,-7.16%,3.28,3.3,3.08,164000,07/31/20
QTWO,"Q2 Holdings Inc",94.05,0.64999999999999,+0.70%,93.67,94.08,90.77,456000,07/31/20
QTS,"Qts Realty Trust Inc",71.95,0.35000000000001,+0.49%,71.54,72.21,70.7,470700,07/31/20
QTRX,"Quanterix Corp",32.31,-0.87,-2.62%,34.2,35.76,32.01,690600,07/31/20
QTNT,"Quotient Ltd Ord",7.84,-0.32,-3.92%,8.17,8.39,7.79,703000,07/31/20
QNST,"Quinstreet Inc",11.67,0.23,+2.01%,11.38,11.68,11.14,272800,07/31/20
QMCO,"Quantum Corp",4.35,-0.090000000000001,-2.03%,4.47,4.5,4.15,143300,07/31/20
QLYS,"Qualys Inc",123.48,1.05,+0.86%,123.75,123.93,120.7,382800,07/31/20
QCRH,"Qcr Holdings Inc",29.88,-0.56,-1.84%,30.17,30.65,29.25,67000,07/31/20
QADA,"Qad Inc",39.51,-1.09,-2.68%,40.51,40.51,38.96,42900,07/31/20
PZZA,"Papa John's Intl",94.67,1.42,+1.52%,93.88,95,92.82,450500,07/31/20
PZN,"Pzena Investment Management Inc",5.24,-0.25,-4.55%,5.53,5.53,5.14,38900,07/31/20
PXLW,"Pixelworks Inc",3.19,-0.09,-2.74%,3.29,3.31,3.15,205300,07/31/20
PWOD,"Penns Woods Bancorp",20.2,-0.55,-2.65%,20.51,20.51,20.05,5600,07/31/20
PWFL,"Powerfleet Inc",4.48,-0.1,-2.18%,4.55,4.55,4.31,62300,07/31/20
PVBC,"Provident Bancorp CS",7.85,-0.04,-0.51%,7.85,7.86,7.81,57100,07/31/20
PVAC,"Penn VA Corp",9.91,-0.2,-1.98%,10.07,10.07,9.53,799600,07/31/20
PUMP,"Propetro Holding Corp",5.37,-0.09,-1.65%,5.39,5.45,5.16,1295800,07/31/20
PTVCB,"Protective Insurance Corp Cl B",12.8,-0.52,-3.90%,13.29,13.32,12.63,23700,07/31/20
PTSI,"P A M Transport Sv",28.06,-0.45,-1.58%,28.48,28.48,28.05,2100,07/31/20
PTGX,"Protagonist Therapeutics Inc",15.73,-0.49,-3.02%,16.26,16.3,15.47,336800,07/31/20
PTEN,"Patterson-Uti Energy",3.87,-0.08,-2.03%,3.9,3.95,3.75,6568000,07/31/20
